Asylum,Latitude,Longitude,Country,Year,
0,49.61166,6.131935,Luxembourg,2016,
0,19.432608,-99.133208,Mexico,2016,
19,3.139003,101.686855,Malaysia,2016,
0,47.92123,106.9167,Mongolia,2016,
0,35.899722,14.514722,Malta,2016,
98,52.374031,4.88969,Netherlands,2016,
13,59.91273,10.74609,Norway,2016,
47,-41.288889,174.777222,New Zealand,2016,
5,-12.04318,-77.02824,Peru,2016,
5,14.599512,120.984222,Philippines,2016,
0,52.22977,21.01178,Poland,2016,
45,38.71667,-9.13917,Portugal,2016,
1372,-25.747868,28.229271,South Africa,2016,
5,24.713552,46.675296,Saudi Arabia,2016,
390,40.4165,-3.70256,Spain,2016,
0,48.148598,17.107748,Slovakia,2016,
6,46.05108,14.505751,Slovenia,2016,
63,59.329323,18.068581,Sweden,2016,
511,46.94809,7.44744,Switzerland,2016,
53,13.756331,100.501765,Thailand,2016,
92,39.933365,32.859742,Türkiye,2016,
11,50.4501,30.5234,Ukraine,2016,
57450,38.89511,-77.036545,United States of America,2016,
0,41.3275,19.818889,Albania,2017,
42,30.033333,31.233334,Egypt,2017,
60,-34.611778,-58.417222,Argentina,2017,
8525,-35.282,149.128684,Australia,2017,
331,48.20849,16.37208,Austria,2017,
105,50.85045,4.34878,Belgium,2017,
2252,-15.793889,-47.882778,Brazil,2017,
15,42.69751,23.32187,Bulgaria,2017,
2216,45.4215,-75.69812,Canada,2017,
5,35.166667,33.366667,Cyprus,2017,
81,50.08804,14.42076,Czechia,2017,
5,55.676111,12.568333,Denmark,2017,
0,-0.22985,-78.52495,Ecuador,2017,
66,60.16952,24.93545,Finland,2017,
900,48.85341,2.3488,France,2017,
773,51.507222,-0.1275,United Kingdom,2017,
1186,52.52437,13.41053,Germany,2017,
341,37.984167,23.727778,Greece,2017,
0,47.49801,19.03991,Hungary,2017,
0,64.1355,-21.8952,Iceland,2017,
0,28.613889,77.208889,India,2017,
10,-6.174444,106.829444,Indonesia,2017,
65,53.333056,-6.267222,Ireland,2017,
53,31.768318,35.213711,Israel,2017,
746,41.89193,12.51133,Italy,2017,
535,35.689487,139.691706,Japan,2017,
6,51.169392,71.427776,Kazakhstan,2017,
1119,37.566536,126.977969,South Korea,2017,
5,47.14152,9.52154,Liechtenstein,2017,
0,49.61166,6.131935,Luxembourg,2017,
5,19.432608,-99.133208,Mexico,2017,
15,3.139003,101.686855,Malaysia,2017,
5,47.92123,106.9167,Mongolia,2017,
0,35.899722,14.514722,Malta,2017,
54,52.374031,4.88969,Netherlands,2017,
10,59.91273,10.74609,Norway,2017,
68,-41.288889,174.777222,New Zealand,2017,
7,-12.04318,-77.02824,Peru,2017,
5,14.599512,120.984222,Philippines,2017,
0,52.22977,21.01178,Poland,2017,
5,44.43281,26.10626,Romania,2017,
171,-25.747868,28.229271,South Africa,2017,
5,24.713552,46.675296,Saudi Arabia,2017,
402,40.4165,-3.70256,Spain,2017,
0,48.148598,17.107748,Slovakia,2017,
66,59.329323,18.068581,Sweden,2017,
413,46.94809,7.44744,Switzerland,2017,
27,13.756331,100.501765,Thailand,2017,
383,39.933365,32.859742,Türkiye,2017,
11,50.4501,30.5234,Ukraine,2017,
68414,38.89511,-77.036545,United States of America,2017,
0,41.3275,19.818889,Albania,2018,
69,30.033333,31.233334,Egypt,2018,
103,-34.611778,-58.417222,Argentina,2018,
13647,-35.282,149.128684,Australia,2018,
218,48.20849,16.37208,Austria,2018,
60,50.85045,4.34878,Belgium,2018,
3379,-15.783333,-47.929722,Brazil,2018,
15,42.69751,23.32187,Bulgaria,2018,
2378,45.4215,-75.69812,Canada,2018,
11,9.933333,-84.083333,Costa Rica,2018,
7,35.166667,33.366667,Cyprus,2018,
0,50.08804,14.42076,Czechia,2018,
0,55.676111,12.568333,Denmark,2018,
0,-0.22985,-78.52495,Ecuador,2018,
11,60.16952,24.93545,Finland,2018,
964,48.85341,2.3488,France,2018,
952,51.507222,-0.1275,United Kingdom,2018,
972,52.52437,13.41053,Germany,2018,
590,37.984167,23.727778,Greece,2018,
0,47.49801,19.03991,Hungary,2018,
0,64.1355,-21.8952,Iceland,2018,
0,28.613889,77.208889,India,2018,
5,-6.174444,106.829444,Indonesia,2018,
86,53.333056,-6.267222,Ireland,2018,
55,31.768318,35.213711,Israel,2018,
844,41.89193,12.51133,Italy,2018,
0,35.689487,139.691706,Japan,2018,
12,51.169392,71.427776,Kazakhstan,2018,
5,42.874722,74.586667,Kyrgyzstan,2018,
1620,37.566536,126.977969,South Korea,2018,
6,47.14152,9.52154,Liechtenstein,2018,
0,49.61166,6.131935,Luxembourg,2018,
6,18.0738,-15.9785,Mauritania,2018,
5,19.432608,-99.133208,Mexico,2018,
14,3.139003,101.686855,Malaysia,2018,
0,35.899722,14.514722,Malta,2018,
122,52.374031,4.88969,Netherlands,2018,
10,59.91273,10.74609,Norway,2018,
77,-41.288889,174.777222,New Zealand,2018,
8,-12.04318,-77.02824,Peru,2018,
5,14.599512,120.984222,Philippines,2018,
0,52.22977,21.01178,Poland,2018,
134,-25.747868,28.229271,South Africa,2018,
0,55.755826,37.6173,Russian Federation,2018,
14,24.713552,46.675296,Saudi Arabia,2018,
600,40.4165,-3.70256,Spain,2018,
0,48.148598,17.107748,Slovakia,2018,
69,59.329323,7.44744,Sweden,2018,
274,46.94809,100.501765,Switzerland,2018,
14,13.756331,32.859742,Thailand,2018,
417,39.933365,30.5234,Türkiye,2018,
12,50.4501,-77.036545,Ukraine,2018,
66561,38.89511,,United States of America,2018,
0,41.3275,19.818889,Albania,2019,
71,30.033333,31.233334,Egypt,2019,
121,-34.611778,-58.417222,Argentina,2019,
17668,-35.282,149.128684,Australia,2019,
157,48.20849,16.37208,Austria,2019,
17,50.85045,4.34878,Belgium,2019,
4616,-15.783333,-47.929722,Brazil,2019,
15,42.69751,23.32187,Bulgaria,2019,
2873,45.4215,-75.69812,Canada,2019,
152,9.933333,-84.083333,Costa Rica,2019,
9,35.166667,33.366667,Cyprus,2019,
43,50.08804,14.42076,Czechia,2019,
5,55.676111,12.568333,Denmark,2019,
0,-0.22985,-78.52495,Ecuador,2019,
21,60.16952,24.93545,Finland,2019,
1269,48.85341,2.3488,France,2019,
1689,51.507222,-0.1275,United Kingdom,2019,
5,41.715137,44.827095,Georgia,2019,
943,52.52437,13.41053,Germany,2019,
529,37.984167,23.727778,Greece,2019,
0,47.49801,19.03991,Hungary,2019,
0,28.613889,77.208889,India,2019,
5,-6.174444,106.829444,Indonesia,2019,
91,53.333056,-6.267222,Ireland,2019,
235,31.768318,35.213711,Israel,2019,
499,41.89193,12.51133,Italy,2019,
0,35.689487,139.691706,Japan,2019,
12,51.169392,71.427776,Kazakhstan,2019,
2606,37.566536,126.977969,South Korea,2019,
9,47.14152,9.52154,Liechtenstein,2019,
0,49.61166,6.131935,Luxembourg,2019,
5,18.0738,-15.9785,Mauritania,2019,
5,19.432608,-99.133208,Mexico,2019,
7,3.139003,101.686855,Malaysia,2019,
5,47.92123,106.9167,Mongolia,2019,
0,35.899722,14.514722,Malta,2019,
153,52.374031,4.88969,Netherlands,2019,
5,59.91273,10.74609,Norway,2019,
74,-41.288889,174.777222,New Zealand,2019,
15,33.68442,73.0479,Pakistan,2019,
12,-12.04318,-77.02824,Peru,2019,
5,14.599512,120.984222,Philippines,2019,
6,52.22977,21.01178,Poland,2019,
7,38.71667,-9.13917,Portugal,2019,
87,-25.747868,28.229271,South Africa,2019,
14,24.713552,46.675296,Saudi Arabia,2019,
1010,40.4165,-3.70256,Spain,2019,
0,48.148598,17.107748,Slovakia,2019,
78,59.329323,18.068581,Sweden,2019,
207,46.94809,7.44744,Switzerland,2019,
14,13.756331,100.501765,Thailand,2019,
79,10.6667,-61.5189,Trinidad and Tobago,2019,
6,50.4501,30.5234,Ukraine,2019,
68794,38.89511,-77.036545,United States of America,2019,
0,41.3275,19.818889,Albania,2020,
71,30.033333,31.233334,Egypt,2020,
120,-34.611778,-58.417222,Argentina,2020,
16811,-35.282,149.128684,Australia,2020,
97,48.20849,16.37208,Austria,2020,
60,50.85045,4.34878,Belgium,2020,
5143,-15.783333,-47.929722,Brazil,2020,
0,43.8476,18.35644,Bosnia and Herzegovina,2020,
14,42.69751,23.32187,Bulgaria,2020,
1945,45.4215,-75.69812,Canada,2020,
205,9.933333,-84.083333,Costa Rica,2020,
9,35.166667,33.366667,Cyprus,2020,
54,50.08804,14.42076,Czechia,2020,
5,55.676111,12.568333,Denmark,2020,
5,-0.22985,-78.52495,Ecuador,2020,
16,60.16952,24.93545,Finland,2020,
263,48.85341,2.3488,France,2020,
2040,51.507222,-0.1275,United Kingdom,2020,
5,41.715137,44.827095,Georgia,2020,
544,52.52437,13.41053,Germany,2020,
418,37.984167,23.727778,Greece,2020,
0,47.49801,19.03991,Hungary,2020,
0,64.1355,-21.8952,Iceland,2020,
0,28.613889,77.208889,India,2020,
5,-6.174444,106.829444,Indonesia,2020,
88,53.333056,-6.267222,Ireland,2020,
275,31.768318,35.213711,Israel,2020,
357,41.89193,12.51133,Italy,2020,
0,35.689487,139.691706,Japan,2020,
7,51.169392,71.427776,Kazakhstan,2020,
1754,37.566536,126.977969,South Korea,2020,
0,47.14152,9.52154,Liechtenstein,2020,
0,49.61166,6.131935,Luxembourg,2020,
5,56.946,24.104,Latvia,2020,
0,18.0738,-15.9785,Mauritania,2020,
20,19.432608,-99.133208,Mexico,2020,
5,3.139003,101.686855,Malaysia,2020,
5,47.92123,106.9167,Mongolia,2020,
0,35.899722,14.514722,Malta,2020,
108,52.374031,4.88969,Netherlands,2020,
5,59.91273,10.74609,Norway,2020,
82,-41.288889,174.777222,New Zealand,2020,
15,33.68442,73.0479,Pakistan,2020,
13,-12.04318,-77.02824,Peru,2020,
5,14.599512,120.984222,Philippines,2020,
0,52.22977,21.01178,Poland,2020,
0,44.43281,26.10626,Romania,2020,
70,-25.747868,28.229271,South Africa,2020,
295,55.755826,37.6173,Russian Federation,2020,
23,24.713552,46.675296,Saudi Arabia,2020,
980,40.4165,-3.70256,Spain,2020,
5,42.69751,20.4857,Serbia and Kosovo: S/RES/1244 (1999),2020,
0,48.148598,17.107748,Slovakia,2020,
46,59.329323,18.068581,Sweden,2020,
86,46.94809,7.44744,Switzerland,2020,
17,13.756331,100.501765,Thailand,2020,
127,10.6667,-61.5189,Trinidad and Tobago,2020,
5,50.4501,30.5234,Ukraine,2020,
75843,38.89511,-77.036545,United States of America,2020,
0,41.3275,19.818889,Albania,2021,
80,30.033333,31.233334,Egypt,2021,
115,-34.611778,-58.417222,Argentina,2021,
15774,-35.282,149.128684,Australia,2021,
87,48.20849,16.37208,Austria,2021,
80,50.85045,4.34878,Belgium,2021,
5324,-15.783333,-47.929722,Brazil,2021,
0,43.8476,18.35644,Bosnia and Herzegovina,2021,
1318,45.4215,-75.69812,Canada,2021,
309,9.933333,-84.083333,Costa Rica,2021,
9,35.166667,33.366667,Cyprus,2021,
0,50.08804,14.42076,Czechia,2021,
7,55.676111,12.568333,Denmark,2021,
0,-0.22985,-78.52495,Ecuador,2021,
11,60.16952,24.93545,Finland,2021,
248,48.85341,2.3488,France,2021,
2428,51.507222,-0.1275,United Kingdom,2021,
379,52.52437,13.41053,Germany,2021,
222,37.984167,23.727778,Greece,2021,
0,45.815399,15.978024,Croatia,2021,
0,47.49801,19.03991,Hungary,2021,
0,64.1355,-21.8952,Iceland,2021,
0,28.613889,77.208889,India,2021,
5,-6.174444,106.829444,Indonesia,2021,
60,53.333056,-6.267222,Ireland,2021,
563,31.768318,35.213711,Israel,2021,
0,41.89193,12.51133,Italy,2021,
0,35.689487,139.691706,Japan,2021,
7,51.169392,71.427776,Kazakhstan,2021,
1121,37.566536,126.977969,South Korea,2021,
0,47.14152,9.52154,Liechtenstein,2021,
0,49.61166,6.131935,Luxembourg,2021,
0,56.946,24.104,Latvia,2021,
0,18.0738,-15.9785,Mauritania,2021,
16,19.432608,-99.133208,Mexico,2021,
0,3.139003,101.686855,Malaysia,2021,
0,35.899722,14.514722,Malta,2021,
105,52.374031,4.88969,Netherlands,2021,
104,59.91273,10.74609,Norway,2021,
87,-41.288889,174.777222,New Zealand,2021,
16,33.68442,73.0479,Pakistan,2021,
13,-12.04318,-77.02824,Peru,2021,
5,14.599512,120.984222,Philippines,2021,
0,52.22977,21.01178,Poland,2021,
0,38.71667,-9.13917,Portugal,2021,
0,44.43281,26.10626,Romania,2021,
69,-25.747868,28.229271,South Africa,2021,
16,55.755826,37.6173,Russian Federation,2021,
25,24.713552,46.675296,Saudi Arabia,2021,
900,40.4165,-3.70256,Spain,2021,
0,48.148598,17.107748,Slovakia,2021,
30,59.329323,18.068581,Sweden,2021,
76,46.94809,7.44744,Switzerland,2021,
13,13.756331,100.501765,Thailand,2021,
127,10.6667,-61.5189,Trinidad and Tobago,2021,
5,50.4501,30.5234,Ukraine,2021,
88722,38.89511,-77.036545,United States of America,2021,
77,30.0444,31.2357,Egypt,2022,
121,-34.6037,-58.3816,Argentina,2022,
14788,-35.2809,149.13,Australia,2022,
108,48.2082,16.3738,Austria,2022,
85,50.8503,4.3517,Belgium,2022,
4621,-15.8267,-47.9292,Brazil,2022,
1303,45.4215,-75.6972,Canada,2022,
373,9.9281,-84.0907,Costa Rica,2022,
13,35.1856,33.3823,Cyprus,2022,
5,50.0755,14.4378,Czechia,2022,
14,55.6761,12.5683,Denmark,2022,
5,-0.1807,-78.4678,Ecuador,2022,
20,60.1695,24.9384,Finland,2022,
269,48.8566,2.3522,France,2022,
2747,51.5074,-0.1276,United Kingdom,2022,
317,52.52,13.405,Germany,2022,
84,37.9838,23.7275,Greece,2022,
6,45.815,15.9819,Croatia,2022,
10,-6.2088,106.8456,Indonesia,2022,
28,53.3498,-6.2603,Ireland,2022,
428,31.7683,35.2137,Israel,2022,
184,41.9028,12.4964,Italy,2022,
12,51.1694,71.4126,Kazakhstan,2022,
1164,37.5665,126.978,South Korea,2022,
5,47.0105,28.8638,Rep. of Moldova,2022,
43,19.4326,-99.1332,Mexico,2022,
16,3.139,101.6869,Malaysia,2022,
137,52.3676,4.9041,Netherlands,2022,
18,59.9139,10.7522,Norway,2022,
80,-41.2865,174.7762,New Zealand,2022,
16,33.6844,73.0479,Pakistan,2022,
13,-12.0464,-77.0428,Peru,2022,
5,14.5995,120.9842,Philippines,2022,
5,38.7223,-9.1393,Portugal,2022,
14,-25.7461,28.2293,South Africa,2022,
5,55.7558,37.6176,Russian Federation,2022,
14,24.7136,46.6753,Saudi Arabia,2022,
385,40.4168,-3.7038,Spain,2022,
5,46.0569,14.5058,Slovenia,2022,
28,59.3293,18.0686,Sweden,2022,
92,46.947,7.4474,Switzerland,2022,
79,13.7563,100.5018,Thailand,2022,
42,10.6918,-61.2225,Trinidad and Tobago,2022,
88554,38.8951,-77.0369,United States of America,2022,
0,41.3275,19.8187,Albania,2023,
77,30.0444,31.2357,Egypt,2023,
121,-34.6037,-58.3816,Argentina,2023,
14788,-35.2809,149.13,Australia,2023,
99,48.2082,16.3738,Austria,2023,
80,50.8503,4.3517,Belgium,2023,
1274,-15.8267,-47.9218,Brazil,2023,
1791,45.4215,-75.6919,Canada,2023,
24,-33.4489,-70.6693,Chile,2023,
0,4.711,-74.0721,Colombia,2023,
371,9.9281,-84.0907,Costa Rica,2023,
12,35.1856,33.3823,Cyprus,2023,
20,50.0755,14.4378,Czechia,2023,
13,55.6761,12.5683,Denmark,2023,
7,-0.2299,-78.5249,Ecuador,2023,
42,60.1699,24.9384,Finland,2023,
177,48.8566,2.3522,France,2023,
3414,51.5074,-0.1278,United Kingdom,2023,
537,52.52,13.405,Germany,2023,
80,37.9838,23.7275,Greece,2023,
0,14.0723,-87.1921,Honduras,2023,
6,45.815,15.9819,Croatia,2023,
0,47.4979,19.0402,Hungary,2023,
0,64.1355,-21.8954,Iceland,2023,
0,28.6139,77.209,India,2023,
10,-6.2088,106.8456,Indonesia,2023,
53,53.3498,-6.2603,Ireland,2023,
285,31.7683,35.2137,Israel,2023,
239,41.9028,12.4964,Italy,2023,
0,35.6895,139.6917,Japan,2023,
12,51.1694,71.4491,Kazakhstan,2023,
1069,37.5665,126.978,South Korea,2023,
0,47.141,9.5215,Liechtenstein,2023,
5,49.6117,6.1319,Luxembourg,2023,
0,56.9496,24.1052,Latvia,2023,
0,18.0735,-15.9582,Mauritania,2023,
5,47.0105,28.8638,Moldova,2023,
65,19.4326,-99.1332,Mexico,2023,
20,3.139,101.6869,Malaysia,2023,
0,47.8864,106.9057,Mongolia,2023,
0,35.8997,14.5147,Malta,2023,
196,52.3676,4.9041,Netherlands,2023,
18,59.9139,10.7522,Norway,2023,
126,-41.2865,174.7762,New Zealand,2023,
17,33.6844,73.0479,Pakistan,2023,
13,-12.0464,-77.0428,Peru,2023,
5,14.5995,120.9842,Philippines,2023,
10,52.2297,21.0122,Poland,2023,
13,38.7223,-9.1393,Portugal,2023,
0,44.4268,26.1025,Romania,2023,
11,-25.7479,28.2293,South Africa,2023,
0,55.7558,37.6176,Russia,2023,
14,24.7136,46.6753,Saudi Arabia,2023,
315,40.4168,-3.7038,Spain,2023,
0,48.1486,17.1077,Slovakia,2023,
8,46.0569,14.5058,Slovenia,2023,
24,59.3293,18.0686,Sweden,2023,
82,46.947,7.4474,Switzerland,2023,
43,13.7563,100.5018,Thailand,2023,
134,10.6549,-61.5019,Trinidad and Tobago,2023,
95222,38.9072,-77.0369,United States of America,2023,
